URL, Mobile Page Speed Index Score
https://www.tesla.com/,30.0
https://www.toyota.com/,20.0
https://www.vw.com/en.html,23.0
https://www.acura.com/,38.0
https://www.audiusa.com/us/web/en.html,6.0
https://www.bmwusa.com/,17.0
https://www.buick.com/,15.0
https://www.chevrolet.com/,15.0
