URL, Desktop Page Speed Index Score
https://www.tesla.com/,92.0
https://www.toyota.com/,45.0
https://www.vw.com/en.html,55.00000000000001
https://www.acura.com/,75.0
https://www.audiusa.com/us/web/en.html,19.0
https://www.bmwusa.com/,59.0
https://www.buick.com/,49.0
https://www.chevrolet.com/,32.0
